Date,Eu_interest_rate
18.8.2021,-0.5
19.8.2021,-0.5
20.8.2021,-0.5
21.8.2021,-0.5
22.8.2021,-0.5
23.8.2021,-0.5
24.8.2021,-0.5
25.8.2021,-0.5
26.8.2021,-0.5
27.8.2021,-0.5
28.8.2021,-0.5
29.8.2021,-0.5
30.8.2021,-0.5
31.8.2021,-0.5
1.9.2021,-0.5
2.9.2021,-0.5
3.9.2021,-0.5
4.9.2021,-0.5
5.9.2021,-0.5
6.9.2021,-0.5
7.9.2021,-0.5
8.9.2021,-0.5
9.9.2021,-0.5
10.9.2021,-0.5
11.9.2021,-0.5
12.9.2021,-0.5
13.9.2021,-0.5
14.9.2021,-0.5
15.9.2021,-0.5
16.9.2021,-0.5
17.9.2021,-0.5
18.9.2021,-0.5
19.9.2021,-0.5
20.9.2021,-0.5
21.9.2021,-0.5
22.9.2021,-0.5
23.9.2021,-0.5
24.9.2021,-0.5
25.9.2021,-0.5
26.9.2021,-0.5
27.9.2021,-0.5
28.9.2021,-0.5
29.9.2021,-0.5
30.9.2021,-0.5
1.10.2021,-0.5
2.10.2021,-0.5
3.10.2021,-0.5
4.10.2021,-0.5
5.10.2021,-0.5
6.10.2021,-0.5
7.10.2021,-0.5
8.10.2021,-0.5
9.10.2021,-0.5
10.10.2021,-0.5
11.10.2021,-0.5
12.10.2021,-0.5
13.10.2021,-0.5
14.10.2021,-0.5
15.10.2021,-0.5
16.10.2021,-0.5
17.10.2021,-0.5
18.10.2021,-0.5
19.10.2021,-0.5
20.10.2021,-0.5
21.10.2021,-0.5
22.10.2021,-0.5
23.10.2021,-0.5
24.10.2021,-0.5
25.10.2021,-0.5
26.10.2021,-0.5
27.10.2021,-0.5
28.10.2021,-0.5
29.10.2021,-0.5
30.10.2021,-0.5
31.10.2021,-0.5
1.11.2021,-0.5
2.11.2021,-0.5
3.11.2021,-0.5
4.11.2021,-0.5
5.11.2021,-0.5
6.11.2021,-0.5
7.11.2021,-0.5
8.11.2021,-0.5
9.11.2021,-0.5
10.11.2021,-0.5
11.11.2021,-0.5
12.11.2021,-0.5
13.11.2021,-0.5
14.11.2021,-0.5
15.11.2021,-0.5
16.11.2021,-0.5
17.11.2021,-0.5
18.11.2021,-0.5
19.11.2021,-0.5
20.11.2021,-0.5
21.11.2021,-0.5
22.11.2021,-0.5
23.11.2021,-0.5
24.11.2021,-0.5
25.11.2021,-0.5
26.11.2021,-0.5
27.11.2021,-0.5
28.11.2021,-0.5
29.11.2021,-0.5
30.11.2021,-0.5
1.12.2021,-0.5
2.12.2021,-0.5
3.12.2021,-0.5
4.12.2021,-0.5
5.12.2021,-0.5
6.12.2021,-0.5
7.12.2021,-0.5
8.12.2021,-0.5
9.12.2021,-0.5
10.12.2021,-0.5
11.12.2021,-0.5
12.12.2021,-0.5
13.12.2021,-0.5
14.12.2021,-0.5
15.12.2021,-0.5
16.12.2021,-0.5
17.12.2021,-0.5
18.12.2021,-0.5
19.12.2021,-0.5
20.12.2021,-0.5
21.12.2021,-0.5
22.12.2021,-0.5
23.12.2021,-0.5
24.12.2021,-0.5
25.12.2021,-0.5
26.12.2021,-0.5
27.12.2021,-0.5
28.12.2021,-0.5
29.12.2021,-0.5
30.12.2021,-0.5
31.12.2021,-0.5
1.1.2022,-0.5
2.1.2022,-0.5
3.1.2022,-0.5
4.1.2022,-0.5
5.1.2022,-0.5
6.1.2022,-0.5
7.1.2022,-0.5
8.1.2022,-0.5
9.1.2022,-0.5
10.1.2022,-0.5
11.1.2022,-0.5
12.1.2022,-0.5
13.1.2022,-0.5
14.1.2022,-0.5
15.1.2022,-0.5
16.1.2022,-0.5
17.1.2022,-0.5
18.1.2022,-0.5
19.1.2022,-0.5
20.1.2022,-0.5
21.1.2022,-0.5
22.1.2022,-0.5
23.1.2022,-0.5
24.1.2022,-0.5
25.1.2022,-0.5
26.1.2022,-0.5
27.1.2022,-0.5
28.1.2022,-0.5
29.1.2022,-0.5
30.1.2022,-0.5
31.1.2022,-0.5
1.2.2022,-0.5
2.2.2022,-0.5
3.2.2022,-0.5
4.2.2022,-0.5
5.2.2022,-0.5
6.2.2022,-0.5
7.2.2022,-0.5
8.2.2022,-0.5
9.2.2022,-0.5
10.2.2022,-0.5
11.2.2022,-0.5
12.2.2022,-0.5
13.2.2022,-0.5
14.2.2022,-0.5
15.2.2022,-0.5
16.2.2022,-0.5
17.2.2022,-0.5
18.2.2022,-0.5
19.2.2022,-0.5
20.2.2022,-0.5
21.2.2022,-0.5
22.2.2022,-0.5
23.2.2022,-0.5
24.2.2022,-0.5
25.2.2022,-0.5
26.2.2022,-0.5
27.2.2022,-0.5
28.2.2022,-0.5
1.3.2022,-0.5
2.3.2022,-0.5
3.3.2022,-0.5
4.3.2022,-0.5
5.3.2022,-0.5
6.3.2022,-0.5
7.3.2022,-0.5
8.3.2022,-0.5
9.3.2022,-0.5
10.3.2022,-0.5
11.3.2022,-0.5
12.3.2022,-0.5
13.3.2022,-0.5
14.3.2022,-0.5
15.3.2022,-0.5
16.3.2022,-0.5
17.3.2022,-0.5
18.3.2022,-0.5
19.3.2022,-0.5
20.3.2022,-0.5
21.3.2022,-0.5
22.3.2022,-0.5
23.3.2022,-0.5
24.3.2022,-0.5
25.3.2022,-0.5
26.3.2022,-0.5
27.3.2022,-0.5
28.3.2022,-0.5
29.3.2022,-0.5
30.3.2022,-0.5
31.3.2022,-0.5
1.4.2022,-0.5
2.4.2022,-0.5
3.4.2022,-0.5
4.4.2022,-0.5
5.4.2022,-0.5
6.4.2022,-0.5
7.4.2022,-0.5
8.4.2022,-0.5
9.4.2022,-0.5
10.4.2022,-0.5
11.4.2022,-0.5
12.4.2022,-0.5
13.4.2022,-0.5
14.4.2022,-0.5
15.4.2022,-0.5
16.4.2022,-0.5
17.4.2022,-0.5
18.4.2022,-0.5
19.4.2022,-0.5
20.4.2022,-0.5
21.4.2022,-0.5
22.4.2022,-0.5
23.4.2022,-0.5
24.4.2022,-0.5
25.4.2022,-0.5
26.4.2022,-0.5
27.4.2022,-0.5
28.4.2022,-0.5
29.4.2022,-0.5
30.4.2022,-0.5
1.5.2022,-0.5
2.5.2022,-0.5
3.5.2022,-0.5
4.5.2022,-0.5
5.5.2022,-0.5
6.5.2022,-0.5
7.5.2022,-0.5
8.5.2022,-0.5
9.5.2022,-0.5
10.5.2022,-0.5
11.5.2022,-0.5
12.5.2022,-0.5
13.5.2022,-0.5
14.5.2022,-0.5
15.5.2022,-0.5
16.5.2022,-0.5
17.5.2022,-0.5
18.5.2022,-0.5
19.5.2022,-0.5
20.5.2022,-0.5
21.5.2022,-0.5
22.5.2022,-0.5
23.5.2022,-0.5
24.5.2022,-0.5
25.5.2022,-0.5
26.5.2022,-0.5
27.5.2022,-0.5
28.5.2022,-0.5
29.5.2022,-0.5
30.5.2022,-0.5
31.5.2022,-0.5
1.6.2022,-0.5
2.6.2022,-0.5
3.6.2022,-0.5
4.6.2022,-0.5
5.6.2022,-0.5
6.6.2022,-0.5
7.6.2022,-0.5
8.6.2022,-0.5
9.6.2022,-0.5
10.6.2022,-0.5
11.6.2022,-0.5
12.6.2022,-0.5
13.6.2022,-0.5
14.6.2022,-0.5
15.6.2022,-0.5
16.6.2022,-0.5
17.6.2022,-0.5
18.6.2022,-0.5
19.6.2022,-0.5
20.6.2022,-0.5
21.6.2022,-0.5
22.6.2022,-0.5
23.6.2022,-0.5
24.6.2022,-0.5
25.6.2022,-0.5
26.6.2022,-0.5
27.6.2022,-0.5
28.6.2022,-0.5
29.6.2022,-0.5
30.6.2022,-0.5
1.7.2022,-0.5
2.7.2022,-0.5
3.7.2022,-0.5
4.7.2022,-0.5
5.7.2022,-0.5
6.7.2022,-0.5
7.7.2022,-0.5
8.7.2022,-0.5
9.7.2022,-0.5
10.7.2022,-0.5
11.7.2022,-0.5
12.7.2022,-0.5
13.7.2022,-0.5
14.7.2022,-0.5
15.7.2022,-0.5
16.7.2022,-0.5
17.7.2022,-0.5
18.7.2022,-0.5
19.7.2022,-0.5
20.7.2022,-0.5
21.7.2022,-0.5
22.7.2022,-0.5
23.7.2022,-0.5
24.7.2022,-0.5
25.7.2022,-0.5
26.7.2022,-0.5
27.7.2022,0
28.7.2022,0
29.7.2022,0
30.7.2022,0
31.7.2022,0
1.8.2022,0
2.8.2022,0
3.8.2022,0
4.8.2022,0
5.8.2022,0
6.8.2022,0
7.8.2022,0
8.8.2022,0
9.8.2022,0
10.8.2022,0
11.8.2022,0
12.8.2022,0
13.8.2022,0
14.8.2022,0
15.8.2022,0
16.8.2022,0
17.8.2022,0
18.8.2022,0
19.8.2022,0
20.8.2022,0
21.8.2022,0
22.8.2022,0
23.8.2022,0
24.8.2022,0
25.8.2022,0
26.8.2022,0
27.8.2022,0
28.8.2022,0
29.8.2022,0
30.8.2022,0
31.8.2022,0
1.9.2022,0
2.9.2022,0
3.9.2022,0
4.9.2022,0
5.9.2022,0
6.9.2022,0
7.9.2022,0
8.9.2022,0
9.9.2022,0
10.9.2022,0
11.9.2022,0
12.9.2022,0
13.9.2022,0
14.9.2022,0.75
15.9.2022,0.75
16.9.2022,0.75
17.9.2022,0.75
18.9.2022,0.75
19.9.2022,0.75
20.9.2022,0.75
21.9.2022,0.75
22.9.2022,0.75
23.9.2022,0.75
24.9.2022,0.75
25.9.2022,0.75
26.9.2022,0.75
27.9.2022,0.75
28.9.2022,0.75
29.9.2022,0.75
30.9.2022,0.75
1.10.2022,0.75
2.10.2022,0.75
3.10.2022,0.75
4.10.2022,0.75
5.10.2022,0.75
6.10.2022,0.75
7.10.2022,0.75
8.10.2022,0.75
9.10.2022,0.75
10.10.2022,0.75
11.10.2022,0.75
12.10.2022,0.75
13.10.2022,0.75
14.10.2022,0.75
15.10.2022,0.75
16.10.2022,0.75
17.10.2022,0.75
18.10.2022,0.75
19.10.2022,0.75
20.10.2022,0.75
21.10.2022,0.75
22.10.2022,0.75
23.10.2022,0.75
24.10.2022,0.75
25.10.2022,0.75
26.10.2022,0.75
27.10.2022,0.75
28.10.2022,0.75
29.10.2022,0.75
30.10.2022,0.75
31.10.2022,0.75
1.11.2022,0.75
2.11.2022,1.5
3.11.2022,1.5
4.11.2022,1.5
5.11.2022,1.5
6.11.2022,1.5
7.11.2022,1.5
8.11.2022,1.5
9.11.2022,1.5
10.11.2022,1.5
11.11.2022,1.5
12.11.2022,1.5
13.11.2022,1.5
14.11.2022,1.5
15.11.2022,1.5
16.11.2022,1.5
17.11.2022,1.5
18.11.2022,1.5
19.11.2022,1.5
20.11.2022,1.5
21.11.2022,1.5
22.11.2022,1.5
23.11.2022,1.5
24.11.2022,1.5
25.11.2022,1.5
26.11.2022,1.5
27.11.2022,1.5
28.11.2022,1.5
29.11.2022,1.5
30.11.2022,1.5
1.12.2022,1.5
2.12.2022,1.5
3.12.2022,1.5
4.12.2022,1.5
5.12.2022,1.5
6.12.2022,1.5
7.12.2022,1.5
8.12.2022,1.5
9.12.2022,1.5
10.12.2022,1.5
11.12.2022,1.5
12.12.2022,1.5
13.12.2022,1.5
14.12.2022,1.5
15.12.2022,1.5
16.12.2022,1.5
17.12.2022,1.5
18.12.2022,1.5
19.12.2022,1.5
20.12.2022,1.5
21.12.2022,2
22.12.2022,2
23.12.2022,2
24.12.2022,2
25.12.2022,2
26.12.2022,2
27.12.2022,2
28.12.2022,2
29.12.2022,2
30.12.2022,2
31.12.2022,2
1.1.2023,2
2.1.2023,2
3.1.2023,2
4.1.2023,2
5.1.2023,2
6.1.2023,2
7.1.2023,2
8.1.2023,2
9.1.2023,2
10.1.2023,2
11.1.2023,2
12.1.2023,2
13.1.2023,2
14.1.2023,2
15.1.2023,2
16.1.2023,2
17.1.2023,2
18.1.2023,2
19.1.2023,2
20.1.2023,2
21.1.2023,2
22.1.2023,2
23.1.2023,2
24.1.2023,2
25.1.2023,2
26.1.2023,2
27.1.2023,2
28.1.2023,2
29.1.2023,2
30.1.2023,2
31.1.2023,2
1.2.2023,2
2.2.2023,2
3.2.2023,2
4.2.2023,2
5.2.2023,2
6.2.2023,2
7.2.2023,2
8.2.2023,2.5
9.2.2023,2.5
10.2.2023,2.5
11.2.2023,2.5
12.2.2023,2.5
13.2.2023,2.5
14.2.2023,2.5
15.2.2023,2.5
16.2.2023,2.5
17.2.2023,2.5
18.2.2023,2.5
19.2.2023,2.5
20.2.2023,2.5
21.2.2023,2.5
22.2.2023,2.5
23.2.2023,2.5
24.2.2023,2.5
25.2.2023,2.5
26.2.2023,2.5
27.2.2023,2.5
28.2.2023,2.5
1.3.2023,2.5
2.3.2023,2.5
3.3.2023,2.5
4.3.2023,2.5
5.3.2023,2.5
6.3.2023,2.5
7.3.2023,2.5
8.3.2023,2.5
9.3.2023,2.5
10.3.2023,2.5
11.3.2023,2.5
12.3.2023,2.5
13.3.2023,2.5
14.3.2023,2.5
15.3.2023,2.5
16.3.2023,2.5
17.3.2023,2.5
18.3.2023,2.5
19.3.2023,2.5
20.3.2023,2.5
21.3.2023,2.5
22.3.2023,3
23.3.2023,3
24.3.2023,3
25.3.2023,3
26.3.2023,3
27.3.2023,3
28.3.2023,3
29.3.2023,3
30.3.2023,3
31.3.2023,3
1.4.2023,3
2.4.2023,3
3.4.2023,3
4.4.2023,3
5.4.2023,3
6.4.2023,3
7.4.2023,3
8.4.2023,3
9.4.2023,3
10.4.2023,3
11.4.2023,3
12.4.2023,3
13.4.2023,3
14.4.2023,3
15.4.2023,3
16.4.2023,3
17.4.2023,3
18.4.2023,3
19.4.2023,3
20.4.2023,3
21.4.2023,3
22.4.2023,3
23.4.2023,3
24.4.2023,3
25.4.2023,3
26.4.2023,3
27.4.2023,3
28.4.2023,3
29.4.2023,3
30.4.2023,3
1.5.2023,3
2.5.2023,3
3.5.2023,3
4.5.2023,3
5.5.2023,3
6.5.2023,3
7.5.2023,3
8.5.2023,3
9.5.2023,3
10.5.2023,3.25
11.5.2023,3.25
12.5.2023,3.25
13.5.2023,3.25
14.5.2023,3.25
15.5.2023,3.25
16.5.2023,3.25
17.5.2023,3.25
18.5.2023,3.25
19.5.2023,3.25
20.5.2023,3.25
21.5.2023,3.25
22.5.2023,3.25
23.5.2023,3.25
24.5.2023,3.25
25.5.2023,3.25
26.5.2023,3.25
27.5.2023,3.25
28.5.2023,3.25
29.5.2023,3.25
30.5.2023,3.25
31.5.2023,3.25
1.6.2023,3.25
2.6.2023,3.25
3.6.2023,3.25
4.6.2023,3.25
5.6.2023,3.25
6.6.2023,3.25
7.6.2023,3.25
8.6.2023,3.25
9.6.2023,3.25
10.6.2023,3.25
11.6.2023,3.25
12.6.2023,3.25
13.6.2023,3.25
14.6.2023,3.25
15.6.2023,3.25
16.6.2023,3.25
17.6.2023,3.25
18.6.2023,3.25
19.6.2023,3.25
20.6.2023,3.25
21.6.2023,3.5
22.6.2023,3.5
23.6.2023,3.5
24.6.2023,3.5
25.6.2023,3.5
26.6.2023,3.5
27.6.2023,3.5
28.6.2023,3.5
29.6.2023,3.5
30.6.2023,3.5
1.7.2023,3.5
2.7.2023,3.5
3.7.2023,3.5
4.7.2023,3.5
5.7.2023,3.5
6.7.2023,3.5
7.7.2023,3.5
8.7.2023,3.5
9.7.2023,3.5
10.7.2023,3.5
11.7.2023,3.5
12.7.2023,3.5
13.7.2023,3.5
14.7.2023,3.5
15.7.2023,3.5
16.7.2023,3.5
17.7.2023,3.5
18.7.2023,3.5
19.7.2023,3.5
20.7.2023,3.5
21.7.2023,3.5
22.7.2023,3.5
23.7.2023,3.5
24.7.2023,3.5
25.7.2023,3.5
26.7.2023,3.5
27.7.2023,3.5
28.7.2023,3.5
29.7.2023,3.5
30.7.2023,3.5
31.7.2023,3.5
1.8.2023,3.5
2.8.2023,3.75
3.8.2023,3.75
4.8.2023,3.75
5.8.2023,3.75
6.8.2023,3.75
7.8.2023,3.75
8.8.2023,3.75
9.8.2023,3.75
10.8.2023,3.75
11.8.2023,3.75
12.8.2023,3.75
13.8.2023,3.75
14.8.2023,3.75
15.8.2023,3.75
16.8.2023,3.75
17.8.2023,3.75
18.8.2023,3.75
19.8.2023,3.75
20.8.2023,3.75
21.8.2023,3.75
22.8.2023,3.75
23.8.2023,3.75
24.8.2023,3.75
25.8.2023,3.75
26.8.2023,3.75
27.8.2023,3.75
28.8.2023,3.75
29.8.2023,3.75
30.8.2023,3.75
31.8.2023,3.75
1.9.2023,3.75
2.9.2023,3.75
3.9.2023,3.75
4.9.2023,3.75
5.9.2023,3.75
6.9.2023,3.75
7.9.2023,3.75
8.9.2023,3.75
9.9.2023,3.75
10.9.2023,3.75
11.9.2023,3.75
12.9.2023,3.75
13.9.2023,3.75
14.9.2023,3.75
15.9.2023,3.75
16.9.2023,3.75
17.9.2023,3.75
18.9.2023,3.75
19.9.2023,3.75
20.9.2023,4
21.9.2023,4
22.9.2023,4
23.9.2023,4
24.9.2023,4
25.9.2023,4
26.9.2023,4
27.9.2023,4
28.9.2023,4
29.9.2023,4
30.9.2023,4
1.10.2023,4
2.10.2023,4
3.10.2023,4
4.10.2023,4
5.10.2023,4
6.10.2023,4
7.10.2023,4
8.10.2023,4
9.10.2023,4
10.10.2023,4
11.10.2023,4
12.10.2023,4
13.10.2023,4
14.10.2023,4
15.10.2023,4
16.10.2023,4
17.10.2023,4
18.10.2023,4
19.10.2023,4
20.10.2023,4
21.10.2023,4
22.10.2023,4
23.10.2023,4
24.10.2023,4
25.10.2023,4
26.10.2023,4
27.10.2023,4
28.10.2023,4
29.10.2023,4
30.10.2023,4
31.10.2023,4
1.11.2023,4
2.11.2023,4
3.11.2023,4
4.11.2023,4
5.11.2023,4
6.11.2023,4
7.11.2023,4
8.11.2023,4
9.11.2023,4
10.11.2023,4
11.11.2023,4
12.11.2023,4
13.11.2023,4
14.11.2023,4
15.11.2023,4
16.11.2023,4
17.11.2023,4
18.11.2023,4
19.11.2023,4
20.11.2023,4
21.11.2023,4
22.11.2023,4
23.11.2023,4
24.11.2023,4
25.11.2023,4
26.11.2023,4
27.11.2023,4
28.11.2023,4
29.11.2023,4
30.11.2023,4
1.12.2023,4
2.12.2023,4
3.12.2023,4
4.12.2023,4
5.12.2023,4
6.12.2023,4
7.12.2023,4
8.12.2023,4
9.12.2023,4
10.12.2023,4
11.12.2023,4
12.12.2023,4
13.12.2023,4
14.12.2023,4
15.12.2023,4
16.12.2023,4
17.12.2023,4
18.12.2023,4
19.12.2023,4
20.12.2023,4
21.12.2023,4
22.12.2023,4
23.12.2023,4
24.12.2023,4
25.12.2023,4
26.12.2023,4
27.12.2023,4
28.12.2023,4
29.12.2023,4
30.12.2023,4
31.12.2023,4
1.1.2024,4
2.1.2024,4
3.1.2024,4
4.1.2024,4
5.1.2024,4
6.1.2024,4
7.1.2024,4
8.1.2024,4
9.1.2024,4
10.1.2024,4
11.1.2024,4
12.1.2024,4
13.1.2024,4
14.1.2024,4
15.1.2024,4
16.1.2024,4
17.1.2024,4
18.1.2024,4
19.1.2024,4
20.1.2024,4
21.1.2024,4
22.1.2024,4
23.1.2024,4
24.1.2024,4
25.1.2024,4
26.1.2024,4
27.1.2024,4
28.1.2024,4
29.1.2024,4
30.1.2024,4
31.1.2024,4
1.2.2024,4
2.2.2024,4
3.2.2024,4
4.2.2024,4
5.2.2024,4
6.2.2024,4
7.2.2024,4